"","parutionJO","titre","annee","intitule","statutEnquete","numeroVISA","nouvelleEdition","initiative","contenuQuestionnaire","uniteStatistique","typeEnquete","champGeographique","extensionsGeographiques","periodicite","tailleEchantillon","serviceProducteurPrincipal","servicesProducteurs","dateCommissionAC","dateDebutAC","dateFinAC","commissionLabel","documentLabel","dateCommissionAO","dateDebutAO","dateFinAO","commissionCNIS"
"1308",NA,"Relations professionnelles et négociations d’entreprise » - Reponse 2023 (Enquête) (2023X012TV)",2023,"Enquête « relations professionnelles et négociations d’entreprise » - Reponse 2023","Enquête d'intérêt général et obligatoire","2023X012TV","Rééditée avec une périodicité supérieure à 1 an","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Établissement ",NA,"France métropolitaine","Aucune","Ponctuelle ou pluri-annuelle","La taille prévue de l’échantillon de répondants est de 4 300 établissements, 2 800 représentants du personnel et 30 000 salariés.","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","2022-07-06","2023-01-01","2023-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2022/09/AE_2022_Dares__Reponse_2023.pdf","2022-05-12","2023-01-01","2023-12-31","emploi-qualification-et-revenus-du-travail"
"1309","2018-10-15","Terres labourables (Enquête) (2019A080AG)",2019,"Enquête « terres labourables »","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2019A080AG","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Partiellement défini par un règlement européen","Entreprise","Répétitive","Le champ géographique est limité aux départements de grandes cultures (66 départements dans la version actuelle)",NA,"Annuelle","13000","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2015-07-29","2015-01-01","2020-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/09/AC_2015_ssp_terres-labourables-1-1.pdf","2014-11-19","2015-01-01","2019-12-31","entreprises-et-strategies-de-marche"
"1310",NA,"Conditions de Travail (CT 2019) (Enquête) (2018X070TV)",2018,"Enquête « Conditions de Travail » - CT 2019","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2018X070TV","Rééditée avec une périodicité supérieure à 1 an","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ","Ponctuelle","Métropole et quatre départements d’Outre-mer (Martinique, Guadeloupe, Réunion, Guyane)",NA,"Ponctuelle ou pluri-annuelle",NA,"SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","SSM Santé et solidarités - Direction de la recherche, des études, de l'évaluation et des statistiques (Drees)|SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","2018-01-24","2018-01-01","2019-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2018/04/AC_2018_Dares_CdT_2019.pdf","2017-05-04","2018-01-01","2019-12-31","emploi-qualification-et-revenus-du-travail"
"1311","2018-10-15","Pratiques phytosanitaires en arboriculture en 2018 (Phytofruits2018) (Enquête) (2019X033AG)",2019,"Enquête « Pratiques phytosanitaires en arboriculture en 2018 » (Phytofruits2018)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2019X033AG","Rééditée avec une périodicité supérieure à 1 an","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen",NA,"Ponctuelle","L'enquête est prévue dans les principaux bassins de production fruitière en France y compris DOM concernés (Martinique et Guadeloupe pour la banane, Guyane à l'étude pour les agrumes). Il s'agit des mêmes régions déjà enquêtées dans l'enquête « Pratiques phytosanitaires en arboriculture en 2012 » et dans l'enquête « Pratiques culturales en arboriculture en 2015 », à l'exception de la Guyane. Les résultats sont prévus pour une diffusion France et régions.",NA,"Ponctuelle ou pluri-annuelle",NA,"SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2018-09-26","2019-01-01","2019-12-31","Agriculture","https://www.cnis.fr/wp-content/uploads/2018/11/AC_2018_ssp_Phyto_Fruits_2018.pdf","2018-04-05","2019-01-01","2019-12-31","entreprises-et-strategies-de-marche"
"1312",NA,"Suivi des bacheliers dans l’enseignement supérieur (Enquête) (2018A062RE)",2018,"Enquête « Suivi des bacheliers dans l’enseignement supérieur »","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2018A062RE","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ","Répétitive","France métropolitaine et Dom (sauf Mayotte)",NA,"Annuelle","25000","SSM Enseignement supérieur et recherche - Sous-direction des systèmes d'information et des études statistiques (Sies)","SSM Enseignement supérieur et recherche - Sous-direction des systèmes d'information et des études statistiques (Sies)","2017-10-04","2018-01-01","2018-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2018/02/AC_2017_Sies_Suivi_des_bacheliers.pdf","2013-11-26","2013-01-01","2020-12-31","services-publics-et-services-aux-publics"
"1313",NA,"Quatrième Panel d’observation des pratiques et des conditions d’exercice en médecine générale (Enquête) (2018X716SA)",2018,"Enquête « quatrième Panel d’observation des pratiques et des conditions d’exercice en médecine générale »","Enquête d'intérêt général et de qualité statistique","2018X716SA","Rééditée avec une périodicité supérieure à 1 an","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen",NA,"Ponctuelle","France métropolitaine","Des extensions régionales seront réalisées pour les régions Provence-Alpes-Côte d’Azur et Pays-de-la-Loire, partenaires du dispositif.","Ponctuelle ou pluri-annuelle",NA,"SSM Santé et solidarités - Direction de la recherche, des études, de l'évaluation et des statistiques (Drees)","SSM Santé et solidarités - Direction de la recherche, des études, de l'évaluation et des statistiques (Drees)","2018-06-06","2018-01-01","2022-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2022/01/AC_2021_Drees_Panel_médecin_-v6.pdf","2017-10-04","2018-01-01","2022-12-31","services-publics-et-services-aux-publics"
"1314",NA,"Quatrième Panel d’observation des pratiques et des conditions d’exercice en médecine générale (Enquête) (2018X716SA)",2018,"Enquête « quatrième Panel d’observation des pratiques et des conditions d’exercice en médecine générale »","Enquête d'intérêt général et de qualité statistique","2018X716SA","Rééditée avec une périodicité supérieure à 1 an","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen",NA,"Ponctuelle","France métropolitaine","Des extensions régionales seront réalisées pour les régions Provence-Alpes-Côte d’Azur et Pays-de-la-Loire, partenaires du dispositif.","Ponctuelle ou pluri-annuelle",NA,"SSM Santé et solidarités - Direction de la recherche, des études, de l'évaluation et des statistiques (Drees)","SSM Santé et solidarités - Direction de la recherche, des études, de l'évaluation et des statistiques (Drees)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","2021-12-23","Quatrième Panel d’observation des pratiques et des conditions d’exercice en médecine générale (Enquête) - Vague 6 (2022X710SA)",2022,"Enquête « quatrième Panel d’observation des pratiques et des conditions d’exercice en médecine générale » - Vague 6","Enquête d'intérêt général et de qualité statistique","2022X710SA","Rééditée avec une périodicité supérieure à 1 an","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen",NA,"Ponctuelle","France entière, hors Mayotte","Des extensions régionales sont réalisées pour les régions Provence-Alpes-Côte d’Azur et Pays-de-la-Loire, partenaires du dispositif.","Ponctuelle ou pluri-annuelle",NA,"SSM Santé et solidarités - Direction de la recherche, des études, de l'évaluation et des statistiques (Drees)","SSM Santé et solidarités - Direction de la recherche, des études, de l'évaluation et des statistiques (Drees)","2018-06-06","2018-01-01","2022-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2022/01/AC_2021_Drees_Panel_médecin_-v6.pdf","2017-10-04","2018-01-01","2022-12-31","services-publics-et-services-aux-publics"
"1316",NA,"Épidémiologie et Conditions de vie - vague 4 (Enquête) (2022X711SA)",2022,"Enquête Épidémiologie et conditions de vie – vague 4","Enquête d'intérêt général","2022X711SA","Nouvelle","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ",NA,"France métropolitaine, Martinique, Guadeloupe, La Réunion. ","Non","Ponctuelle ou pluri-annuelle","100000","SSM Santé et solidarités - Direction de la recherche, des études, de l'évaluation et des statistiques (Drees)","Institut national de la santé et de la recherche médicale (Inserm)|SSM Santé et solidarités - Direction de la recherche, des études, de l'évaluation et des statistiques (Drees)","2022-01-20","2022-01-01","2022-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2022/02/AE_2022_Drees_Epicov_V4.pdf","2021-06-03","2021-01-01","2022-12-31","demographie-et-questions-sociales"
"1317",NA,"État de santé et santé perçue des populations riveraines d’un site et sol potentiellement pollué dans la région Grand Est (ESSPOL) (Enquête) (En cours de labellisation)",NA,"Enquête État de santé et santé perçue des populations riveraines d’un site et sol potentiellement pollué dans la région Grand Est (ESSPOL)",NA,NA,NA,"Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ",NA,"Echelle de la communauté de communes (3 sites) ou rayon autour d'un projet de site industriel","3 communautés de communes :

– Vitry, Champagne et Der (35 communes)

– Thann-Cernay (16 communes)

– Val de Fensch (10 communes)

une zone de 25 km autour d’un projet de site industriel, comprenant 180 communes réparties dans les départements de la Meuse, Haute-Marne et Vosges.","Ponctuelle ou pluri-annuelle","3200","Santé publique France","Santé publique France",NA,NA,NA,NA,NA,"2023-11-29","2024-01-01","2025-12-31",NA
"1318",NA,"Évaluation des compétences des adultes (PIAAC) (Enquête) (2020X057EC)",2020,"Enquête Évaluation des compétences des adultes (PIAAC)","Enquête d'intérêt général et obligatoire","2020X057EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête internationale, hors initiative européenne.","Sans lien avec un règlement européen","Individu ou ménage ",NA,"France métropolitaine, volet d’une enquête internationale permettant des comparaisons entre pays.","Aucune","Ponctuelle ou pluri-annuelle","11000","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","SSM Éducation - Direction de l'évaluation, de la prospective et de la performance (Depp)|SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","2019-11-20","2020-01-01","2021-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2020/07/AE_2019_Dares_pilote_PIAAC_prolong.pdf","2019-04-12","2020-01-01","2021-12-31","emploi-qualification-et-revenus-du-travail"
"1319",NA,"Évolution des modes organisationnels des entreprises et de la qualité de vie au travail (Enquête) (En cours de labellisation)",NA,"Enquête évolution des modes organisationnels des entreprises et de la qualité de vie au travail",NA,NA,NA,"Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ",NA,"France Métropolitaine","<span lang=""FR"">Aucune.</span>","Ponctuelle ou pluri-annuelle","50 000","École des hautes études commerciales de Paris (HEC)","École des hautes études commerciales de Paris (HEC)",NA,NA,NA,NA,NA,"2023-11-09","2024-01-01","2024-12-31",NA
"1320","2013-04-16","Couples (Enquêtes) (2013X721AU)",2013,"Enquêtes "" Couples "" ","Enquête d'intérêt général et de qualité statistique","2013X721AU","Nouvelle","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen",NA,"Répétitive","France métropolitaine",NA,"Ponctuelle ou pluri-annuelle","8000","Institut national d'études démographiques (Ined)","Institut national d'études démographiques (Ined)","2013-01-23","2013-01-23","2013-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2013_-ined_insee_couples.pdf","2012-11-09","2013-01-01","2013-12-31","demographie-et-questions-sociales"
"1321","2013-04-16","Couples (Enquêtes) (2013X721AU)",2013,"Enquêtes "" Couples "" ","Enquête d'intérêt général et de qualité statistique","2013X721AU","Nouvelle","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen",NA,"Répétitive","France métropolitaine",NA,"Ponctuelle ou pluri-annuelle","8000","Institut national d'études démographiques (Ined)","Institut national d'études démographiques (Ined)","2013-01-23","2013-01-23","2014-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2013_-ined_insee_couples.pdf","2012-11-09","2013-01-01","2014-12-31","demographie-et-questions-sociales"
"1322",NA,"Mobilité Certifiées Cerema (Enquêtes) (EMC²) (En cours de labellisation)",NA,"Enquêtes Mobilité Certifiées Cerema (EMC²) ",NA,NA,NA,"Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ",NA,"L’EMC² est une enquête locale centrée une agglomération urbaine. Elle couvre souvent plusieurs EPCI. Exceptionnellement, elle peut couvrir un département entier.Chaque collectivité à l'initiative d'une EMC² définit son périmètre d'enquête de manière à prendre en compte au mieux les flux qui impactent les grands pôles de population de l'aire enquêtée. ","C’est bien la demande des collectivités (EPCI, département, région) en charge de politiques de mobilité qui nourrira ces extensions.","Ponctuelle ou pluri-annuelle","Entre 1 et 2% en moyenne de la population des ménage résidant dans le périmètre de l'enquête","Autorités Organisatrices de la Mobilités (AOM)","Autorités Organisatrices de la Mobilités (AOM)|Centre d'études et d'expertise sur les risques, la mobilité et l'aménagement (Cerema)",NA,NA,NA,NA,NA,"2023-11-23","2024-01-01","2028-12-31",NA
"1323",NA,"Mobilité Certifiées Cerema (EMC²) (Enquêtes) (Non labellisée)",NA,"Enquêtes Mobilité Certifiées Cerema (EMC²) (Non labellisée)",NA,NA,NA,"Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ",NA,"Périmètre de l’enquête et stratification : territoires définis par les collectivités à l'initiative de l'enquête.  Pour les deux enquêtes envisagées en 2019 : - EMC² de la Grande Région Grenobloise : 359 communes, environ 800 000 habitants, soit 3/4 du département de l'Isère ; - EMC² de Saint-Étienne : 435 communes, environ 770 000 habitants. couvrant une partie des départements de la Loire, de la Haute Loire, du Puy de Dôme et de l’Ardèche.","De nouvelles enquêtes, selon la même méthodologie EMC², pourraient être demandées par d’autres collectivités et mises en œuvre dans les prochaines années (à ce jour le Cerema appuie 6 à 7 collectivités par an pour la réalisation des enquêtes, de taille assez différente).","Ponctuelle ou pluri-annuelle",NA,"Autorités Organisatrices de la Mobilités (AOM)","Autorités Organisatrices de la Mobilités (AOM)",NA,NA,NA,NA,NA,"2018-10-18","2019-01-01","2023-12-31",NA
"1324","2014-10-30","Enquêtes annuelles de branche exécutées par les organisations professionnelles agréées... (IAA) (2015A)",2015,"Enquêtes annuelles de branche dans les industries agro-alimentaires (IAA) - exécutées par les organismes professionnels agréés ou par un établissement public bénéficiant d'une délégation","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2015A","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France (métropole + DOM)",NA,"Annuelle","3400","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","2014-10-30","Enquêtes annuelles de branche exécutées par les organisations professionnelles agréées ou par un établissement public bénéficiant d'une délégation (IAA) (2016A)",2016,"Enquêtes annuelles de branche dans les industries agro-alimentaires (IAA) - exécutées par les organismes professionnels agréés ou par un établissement public bénéficiant d'une délégation","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2016A","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France (métropole + DOM)",NA,"Annuelle","3400","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","2014-10-30","Enquêtes annuelles de branche exécutées par l'administration (IAA) (2015A)",2015,"Enquêtes annuelles de branche dans les industries agro-alimentaires (IAA) et les exploitations forestières et les scieries - exécutées par l'administration","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2015A","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France (métropole + DOM)",NA,"Annuelle","8400","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2013-10-09","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_ssp_branche_iaa_annuelle-3.pdf","2012-11-21","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"1327","2014-10-30","Enquêtes annuelles de branche exécutées par l'administration (IAA) (2016A)",2016,"Enquêtes annuelles de branche dans les industries agro-alimentaires (IAA) et les exploitations forestières et les scieries - exécutées par l'administration","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2016A","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France (métropole + DOM)",NA,"Annuelle","8400","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2013-10-09","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_ssp_branche_iaa_annuelle-3-2.pdf","2012-11-21","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"1328","2013-10-16","Enquêtes annuelles de branche exécutées par les organisations professionnelles agréées... (IAA) (2014A)",2014,"Enquêtes annuelles de branche dans les industries agro-alimentaires (IAA), les exploitations forestières et les scieries - exécutées par les organismes professionnels agréés ou par un établissement public bénéficiant d'une délégation","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2014A","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine et DOM",NA,"Annuelle","12900","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2013-10-09","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_ssp_opa_branche_iaa_annuelle.pdf","2012-11-21","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"1329","2013-10-16","Enquêtes annuelles de branche exécutées par l'administration (IAA) (2014A)",2014,"Enquêtes annuelles de branche dans les industries agro-alimentaires, les exploitations forestières et les scieries - exécutées par l'administration (IAA)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2014A","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine et DOM",NA,"Annuelle","12900","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2013-10-09","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_ssp_branche_iaa_annuelle.pdf","2012-11-21","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"1330","2012-10-12","Enquêtes annuelles de branche exécutées par l'administration (IAA) (2013A)",2013,"Enquêtes annuelles de branche exécutées par l'administration (industries agricoles et alimentaires)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2013A","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine et DOM",NA,"Annuelle","0","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2008-09-24","2009-01-01","2013-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2008_ssp_branche_iaa_annuelle.pdf",NA,NA,NA,"entreprises-et-strategies-de-marche"
"1331","2012-10-12","Enquêtes annuelles de branche exécutées par les organisations professionnelles agréées... (IAA) (2013)",2013,"Enquêtes annuelles de branche exécutées par les organisations professionnelles agréées ou par les établissements publics bénéficiant d'une délégation (industries agricoles et alimentaires)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2013","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine et DOM",NA,"Annuelle","0","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","2012-10-12","Enquêtes annuelles de branche exécutées par les organismes professionnels agréés (industrie hors IAA) (2013)",2013,"Enquêtes annuelles de branche exécutées par les organismes professionnels agréés (industrie hors IAA)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2013","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France y compris DOM",NA,"Annuelle","0","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","2011-12-27","Recensement - Cycle 2009-2013 (Enquêtes annuelles de) (2009A001EC)",2009,"Enquêtes annuelles de recensement - Cycle 2009-2013","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2009A001EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Partiellement défini par un règlement européen",NA,"Répétitive","France métropolitaine et DOM",NA,"Annuelle","9000000","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2008-02-21","2008-02-21","2013-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2008_insee_RP_2009_2013-et-prolongation-2015.pdf",NA,NA,NA,"demographie-et-questions-sociales"
"1334",NA,"Recensement de la population (EAR) (Enquêtes annuelles de)",2025,"Enquêtes annuelles de recensement de la population (EAR)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2025A001EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Partiellement défini par un règlement européen","Individu ou ménage ",NA,"France (y compris DOM et collectivités de Saint-Barthélemy, Saint-Martin et de Saint-Pierre-et-Miquelon)","L’EAR concerne, outre les départements de France métropolitaine et d’outre-mer, les communautés d’outre-mer (COM) de Saint-Pierre-et-Miquelon, Saint-Martin et Saint-Barthélemy (article 156 de la loi « Démocratie de proximité » 2002-276 du 27 février 2002). Les autres COM (la Nouvelle-Calédonie, la Polynésie française et les îles Wallis et Futuna) procèdent, par dérogation (article 157), à des recensements exhaustifs de la population tous les cinq ans.","Annuelle","Lors de l'EAR 2024, un peu plus de 5 millions de logements et 9 millions de personnes (bulletins individuels papier et internet) ont été recensés.","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","2014-10-30","Recensement de la population 2015-2019 (Enquêtes annuelles de) (2015A001EC)",2015,"Enquêtes annuelles de recensement de la population 2015-2019","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2015A001EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Partiellement défini par un règlement européen","Individu ou ménage ","Répétitive","France métropolitaine et DOM (hors Mayotte)",NA,"Annuelle","0","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2014-04-02","2015-01-01","2019-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2015_insee_recensement_population_cycle_2015-2019.pdf","2002-02-27",NA,NA,"demographie-et-questions-sociales"
"1336",NA,"Enquêtes de branches dans les industries agro-alimentaires (2021XXXXAG)",2021,"Enquêtes de branches dans les industries agro-alimentaires ","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2021XXXXAG","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Entièrement défini par un règlement européen ","Entreprise",NA,"France entière","Néant","Annuelle","2400","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2020-07-07","2021-01-01","2025-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2020/10/AC_2020_Ssp_prodcom_IAA.pdf","2020-03-25","2021-01-01","2025-12-31","entreprises-et-strategies-de-marche"
"1337","2013-11-16","Enquêtes de recensement et de contrôle d'exhaustivité ; recensement des communautés (2009A001EC)",2009,"Enquêtes de recensement et de contrôle d'exhaustivité ; recensement des communautés","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2009A001EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen",NA,"Répétitive","France métropolitaine et DOM",NA,"Annuelle","300000","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338","2014-10-30","Enquêtes de recensement et de contrôle d'exhaustivité ; recensement des communautés (2015A001EC)",2015,"Enquêtes de recensement et de contrôle d'exhaustivité ; recensement des communautés","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2015A001EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen",NA,"Répétitive","France métropolitaine et DOM",NA,"Annuelle","300000","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2014-04-02","2015-01-01","2019-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2015_insee_recensement_communauté_cycle_2015-2019.pdf","2002-02-27","2002-02-27",NA,"demographie-et-questions-sociales"
"1339","2013-10-16","Enquêtes mensuelles de branche exécutées par les organismes professionnels agréés (industrie hors IAA) (2014M)",2014,"Enquêtes mensuelles de branche dans l'industrie extractive et manufacturière hors agro-alimentaire (IAA) -  exécutées par les organismes professionnels agréés (OPA)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2014M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle","400","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_insee_branche_industrie_opa_-hors_iaa.pdf","2013-05-30","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
